City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,San Cristobal,VE,2022-10-30 01:10:20,7.7669,-72.225,71.78,93,98,2.62
283,Norman Wells,CA,2022-10-30 01:10:20,65.282,-126.8329,9.7,99,83,2.35
284,Saint-Augustin,CA,2022-10-30 01:10:21,51.226,-58.6502,43.29,71,79,15.52
285,Kilrush,IE,2022-10-30 01:10:21,52.6397,-9.4833,56.95,78,70,21.65
286,Tual,ID,2022-10-30 01:10:22,-5.6667,132.75,85.14,68,100,5.57
287,Comandau,RO,2022-10-30 01:10:22,45.7667,26.2667,42.85,88,27,1.48
288,Fort Nelson,CA,2022-10-30 01:10:23,58.8053,-122.7002,39.09,41,100,5.23
289,Kiunga,PG,2022-10-30 01:10:23,-6.1219,141.2906,90.39,59,100,0.6
290,Padang,ID,2022-10-30 01:10:24,-0.9492,100.3543,77.05,84,100,1.36
291,Roma,US,2022-10-30 01:09:27,43.2128,-75.4557,47.88,69,0,0.0
292,Ventspils,LV,2022-10-30 01:10:25,57.3894,21.5606,48.13,81,0,4.61
293,Sorland,NO,2022-10-30 01:10:26,67.667,12.6934,44.46,64,100,24.23
294,Mission,US,2022-10-30 01:10:27,26.2159,-98.3253,73.22,50,0,3.44
295,Urucui,BR,2022-10-30 01:10:31,-7.2294,-44.5561,87.44,39,99,3.53
296,Kargat,RU,2022-10-30 01:10:31,55.1956,80.2811,24.84,83,92,6.93
297,Grand Gaube,MU,2022-10-30 01:10:32,-20.0064,57.6608,70.38,77,6,4.0
298,Mulege,MX,2022-10-30 01:10:32,26.8833,-111.9833,75.58,42,0,7.27
299,Kahului,US,2022-10-30 01:10:33,20.8947,-156.47,87.82,63,40,18.41
300,Pallapatti,IN,2022-10-30 01:10:33,11.6593,78.1342,72.21,91,100,3.89
301,Karratha,AU,2022-10-30 01:10:34,-20.7377,116.8463,75.79,38,0,14.18
302,Kavaratti,IN,2022-10-30 01:10:34,10.5669,72.642,82.11,67,68,4.43
303,Chichi,NG,2022-10-30 01:10:35,7.2721,8.9332,74.44,88,85,3.76
304,Esfarayen,IR,2022-10-30 01:07:17,37.0765,57.5101,51.76,68,95,5.68
305,Isangel,VU,2022-10-30 01:10:35,-19.55,169.2667,87.91,70,20,3.44
306,Marsh Harbour,BS,2022-10-30 01:10:36,26.5412,-77.0636,79.34,68,1,18.48
307,Itarema,BR,2022-10-30 01:10:36,-2.9248,-39.9167,78.91,79,76,19.53
308,Kapit,MY,2022-10-30 01:10:37,2.0167,112.9333,82.27,76,100,1.59
309,Khatanga,RU,2022-10-30 01:10:37,71.9667,102.5,7.66,94,100,4.52
310,Fare,PF,2022-10-30 01:10:38,-16.7,-151.0167,78.94,78,11,12.73
311,Saint Anthony,US,2022-10-30 01:10:38,45.0205,-93.218,60.75,54,0,9.22
312,Hamilton,US,2022-10-30 01:05:41,39.1834,-84.5333,60.78,62,75,6.91
313,Mokhsogollokh,RU,2022-10-30 01:10:39,61.4681,128.9203,22.57,94,100,5.12
314,Hobyo,SO,2022-10-30 01:10:39,5.3505,48.5268,79.29,78,11,7.83
315,Naze,JP,2022-10-30 01:10:40,28.3667,129.4833,70.84,75,97,21.99
316,Caravelas,BR,2022-10-30 01:10:40,-17.7125,-39.2481,76.15,85,94,10.8
317,Nizhniy Baskunchak,RU,2022-10-30 01:10:40,48.2198,46.8311,40.59,83,26,10.8
318,Churapcha,RU,2022-10-30 01:10:41,62.0025,132.4325,11.84,87,100,6.8
319,Garowe,SO,2022-10-30 01:10:41,8.4054,48.4845,71.73,66,6,9.4
320,Havoysund,NO,2022-10-30 01:10:42,70.9963,24.6622,34.03,60,100,30.02
321,Saldanha,ZA,2022-10-30 01:10:42,-33.0117,17.9442,60.96,85,99,16.24
322,Atbasar,KZ,2022-10-30 01:11:43,51.8,68.3333,24.96,88,64,6.6
323,Dankov,RU,2022-10-30 01:11:43,53.2515,39.1555,51.04,96,100,14.63
324,Tuy Hoa,VN,2022-10-30 01:11:44,13.0833,109.3,76.44,85,100,11.39
325,Surt,LY,2022-10-30 01:11:44,31.2089,16.5887,69.1,67,0,2.46
326,Tuatapere,NZ,2022-10-30 01:11:45,-46.1333,167.6833,58.3,74,100,5.79
327,Labrea,BR,2022-10-30 01:11:45,-7.2586,-64.7981,73.67,97,100,2.51
328,Roald,NO,2022-10-30 01:11:46,62.5833,6.1333,51.75,100,100,10.36
329,Biak,ID,2022-10-30 01:11:46,-0.9131,122.8766,83.34,65,100,3.42
330,Yabelo,ET,2022-10-30 01:11:47,4.8833,38.0833,57.42,88,60,5.79
331,Labuhan,ID,2022-10-30 01:11:48,-6.8844,112.2051,81.55,65,100,15.23
332,Dharchula,IN,2022-10-30 01:11:48,29.85,80.5333,55.53,44,0,6.67
333,Beroroha,MG,2022-10-30 01:11:49,-21.6667,45.1667,74.28,58,5,5.32
334,Baghdad,IQ,2022-10-30 01:11:49,33.3406,44.4009,60.71,48,0,3.44
335,Deputatskiy,RU,2022-10-30 01:11:50,69.3,139.9,-11.92,98,48,5.21
336,Pacific Grove,US,2022-10-30 01:11:50,36.6177,-121.9166,63.43,81,0,5.75
337,Mitsamiouli,KM,2022-10-30 01:11:51,-11.3847,43.2844,75.69,80,2,9.8
338,Riverton,US,2022-10-30 01:08:47,40.5219,-111.9391,50.02,54,0,4.61
339,Tangping,CN,2022-10-30 01:11:51,22.0265,111.9323,72.77,66,100,6.8
340,Lere,NG,2022-10-30 01:11:52,10.387,8.5726,67.35,35,92,3.0
341,Tierranueva,MX,2022-10-30 01:11:52,21.6833,-100.5667,62.06,61,0,6.62
342,Nago,JP,2022-10-30 01:11:53,26.5881,127.9761,81.03,78,93,19.75
343,Buala,SB,2022-10-30 01:11:53,-8.145,159.5921,84.52,73,83,6.33
344,Arraial Do Cabo,BR,2022-10-30 01:09:51,-22.9661,-42.0278,73.62,92,94,20.47
345,Sandovo,RU,2022-10-30 01:11:54,58.4602,36.4128,48.67,81,100,14.83
346,Pudozh,RU,2022-10-30 01:11:54,61.8099,36.5345,42.94,89,100,12.88
347,East London,ZA,2022-10-30 01:11:55,-33.0153,27.9116,70.75,74,3,17.0
348,Kupang,ID,2022-10-30 01:11:55,-10.1667,123.5833,83.64,69,100,5.79
349,Zaragoza,ES,2022-10-30 01:11:56,41.6561,-0.8773,61.86,86,40,3.44
350,Margate,GB,2022-10-30 01:11:57,51.3813,1.3862,61.9,90,98,3.0
351,Huambo,AO,2022-10-30 01:11:57,-12.7761,15.7392,59.76,92,100,4.72
352,Olot,ES,2022-10-30 01:11:58,42.181,2.4901,56.61,95,48,5.01
353,Nosy Varika,MG,2022-10-30 01:11:58,-20.5833,48.5333,69.66,90,26,4.09
354,Waingapu,ID,2022-10-30 01:11:59,-9.6567,120.2641,83.62,57,66,2.86
355,Tiarei,PF,2022-10-30 01:11:59,-17.5333,-149.3333,82.42,75,11,8.99
356,Lavrentiya,RU,2022-10-30 01:12:00,65.5833,-171.0,22.26,74,78,13.49
357,Along,IN,2022-10-30 01:07:14,28.1667,94.7667,61.3,70,0,1.36
358,Port-Gentil,GA,2022-10-30 01:12:00,-0.7193,8.7815,78.87,84,86,8.57
359,Unai,BR,2022-10-30 01:12:01,-16.3575,-46.9061,79.72,57,96,10.33
360,Dauphin,CA,2022-10-30 01:12:01,51.1494,-100.0502,50.43,45,0,15.1
361,Turayf,SA,2022-10-30 01:12:02,31.6725,38.6637,64.08,47,31,19.57
362,Anito,PH,2022-10-30 01:12:02,12.4497,125.2886,84.76,73,73,12.24
363,Mao,ES,2022-10-30 01:09:03,39.8885,4.2658,66.76,88,75,5.75
364,Marienburg,PL,2022-10-30 01:12:03,54.0359,19.0266,54.84,72,100,6.67
365,Launceston,AU,2022-10-30 01:12:04,-41.45,147.1667,60.62,51,5,8.05
366,Rio Gallegos,AR,2022-10-30 01:12:04,-51.6226,-69.2181,41.05,60,20,27.63
367,Yerofey Pavlovich,RU,2022-10-30 01:12:05,53.9667,121.9667,28.35,65,100,4.94
368,Clifton,US,2022-10-30 01:09:41,40.8584,-74.1638,54.43,65,0,4.61
369,Jasper,US,2022-10-30 01:13:06,37.2001,-94.3502,64.0,65,100,9.22
370,Ayagoz,KZ,2022-10-30 01:13:06,47.9714,80.4392,30.22,58,100,6.76
371,Ziniare,BF,2022-10-30 01:13:07,12.5822,-1.2983,75.6,19,0,8.37
372,Batagay-Alyta,RU,2022-10-30 01:13:07,67.8006,130.4114,-3.57,82,100,2.64
373,Sur,OM,2022-10-30 01:13:08,22.5667,59.5289,74.66,75,0,9.57
374,Awjilah,LY,2022-10-30 01:13:08,29.1081,21.2869,62.47,59,65,8.39
375,Playa Del Carmen,MX,2022-10-30 01:12:54,20.6274,-87.0799,81.01,88,0,0.0
376,Narsaq,GL,2022-10-30 01:13:09,60.9167,-46.05,26.82,74,2,8.03
377,Bagdarin,RU,2022-10-30 01:13:10,54.4333,113.6,26.1,91,100,3.22
378,Vila Franca Do Campo,PT,2022-10-30 01:13:10,37.7167,-25.4333,64.81,70,100,8.88
379,Bissau,GW,2022-10-30 01:13:11,11.8636,-15.5977,79.18,84,24,6.29
380,Carnarvon,AU,2022-10-30 01:13:11,-24.8667,113.6333,68.07,60,100,25.32
381,Kabanjahe,ID,2022-10-30 01:13:12,3.1001,98.4908,64.87,96,100,3.04
382,Alta Floresta,BR,2022-10-30 01:13:12,-9.8756,-56.0861,70.39,98,100,5.61
383,Manggar,ID,2022-10-30 01:13:13,-2.8833,108.2667,82.18,75,100,7.87
384,Hofn,IS,2022-10-30 01:13:13,64.2539,-15.2082,40.03,77,99,11.52
385,Tulum,MX,2022-10-30 01:13:14,20.2167,-87.4667,76.64,80,6,3.96
386,Port Macquarie,AU,2022-10-30 01:11:29,-31.4333,152.9167,73.89,44,56,7.05
387,Hambantota,LK,2022-10-30 01:13:15,6.1241,81.1185,78.84,80,100,3.76
388,Marand,IR,2022-10-30 01:13:15,38.4329,45.7749,45.61,71,5,1.1
389,Kizema,RU,2022-10-30 01:13:16,61.113,44.8302,42.03,92,100,11.97
390,Bastia,FR,2022-10-30 01:13:17,42.6667,9.3333,65.3,78,0,5.75
391,Olinda,BR,2022-10-30 01:11:32,-8.0089,-34.8553,77.13,78,15,10.54
392,Flers,FR,2022-10-30 01:13:18,48.7372,-0.5747,59.25,84,100,5.06
393,Salisbury,GB,2022-10-30 01:08:51,51.0693,-1.7957,60.03,89,40,8.05
394,Horsham,GB,2022-10-30 01:13:18,51.064,-0.3272,62.02,89,75,8.05
395,Richmond,US,2022-10-30 01:11:16,37.5538,-77.4603,51.17,86,20,5.75
396,Madrid,ES,2022-10-30 01:11:26,40.4165,-3.7026,63.37,61,0,3.44
397,Abha,SA,2022-10-30 01:11:11,18.2164,42.5053,52.05,94,100,0.0
398,Bauchi,NG,2022-10-30 01:13:20,10.5,10.0,71.37,30,100,3.94
399,Palafrugell,ES,2022-10-30 01:13:20,41.9174,3.1631,59.76,94,100,4.5
400,Belyy Yar,RU,2022-10-30 01:13:21,53.6039,91.3903,22.86,82,40,0.0
401,Sampit,ID,2022-10-30 01:13:21,-2.5333,112.95,84.13,70,98,3.0
402,San Policarpo,PH,2022-10-30 01:13:22,12.1791,125.5072,84.42,75,100,15.21
403,Mmathubudukwane,BW,2022-10-30 01:11:18,-24.6,26.4333,67.91,61,95,11.45
404,Kovdor,RU,2022-10-30 01:13:23,67.5662,30.4758,29.43,79,100,21.81
405,Souris,CA,2022-10-30 01:13:23,49.6172,-100.2612,48.22,45,0,8.52
406,Roslavl,RU,2022-10-30 01:13:24,53.9528,32.8639,50.13,82,100,15.52
407,Yerbogachen,RU,2022-10-30 01:13:24,61.2767,108.0108,22.93,94,100,7.07
408,Wanning,CN,2022-10-30 01:13:25,18.8003,110.3967,73.72,83,100,13.13
409,Paragominas,BR,2022-10-30 01:09:52,-2.9667,-47.4833,81.5,54,100,3.67
410,Cayenne,GF,2022-10-30 01:13:26,4.9333,-52.3333,77.04,94,100,0.0
411,Zhigansk,RU,2022-10-30 01:13:26,66.7697,123.3711,12.27,93,100,16.42
412,Daoukro,CI,2022-10-30 01:13:27,7.0591,-3.9631,71.87,86,0,1.28
413,Elwood,AU,2022-10-30 01:13:27,-37.8817,144.983,69.85,60,59,3.0
414,Kataysk,RU,2022-10-30 01:13:28,56.289,62.5841,25.59,74,100,7.47
415,Muli,MV,2022-10-30 01:14:28,2.9167,73.5667,80.62,72,24,6.78
416,Inhambane,MZ,2022-10-30 01:14:29,-23.865,35.3833,73.4,83,55,11.56
417,Slavyanka,RU,2022-10-30 01:14:29,42.8633,131.3847,45.93,43,0,8.66
418,Birao,CF,2022-10-30 01:14:30,10.2849,22.7882,74.05,41,98,3.18
419,Nha Trang,VN,2022-10-30 01:14:30,12.25,109.1833,80.6,83,100,7.7
420,Erzin,TR,2022-10-30 01:14:31,36.9559,36.2,65.73,31,0,5.79
421,Ukhta,RU,2022-10-30 01:14:31,63.5671,53.6835,33.44,97,100,10.47
422,Ipixuna,BR,2022-10-30 01:14:32,-1.7625,-48.8043,80.31,79,98,6.64
423,Buin,CL,2022-10-30 01:14:32,-33.7333,-70.75,70.43,75,0,0.47
424,Port Lincoln,AU,2022-10-30 01:14:33,-34.7333,135.8667,69.69,79,100,24.05
425,Macheng,CN,2022-10-30 01:14:33,31.1783,115.0319,61.54,54,98,4.72
426,Birakan,RU,2022-10-30 01:14:34,49.0167,131.7,35.31,48,1,1.52
427,Rapu-Rapu,PH,2022-10-30 01:14:34,13.1866,124.1256,83.53,76,82,20.54
428,San Andres,CO,2022-10-30 01:14:35,12.5847,-81.7006,84.22,70,40,3.44
429,Cairns,AU,2022-10-30 01:14:35,-16.9167,145.7667,96.06,69,67,8.05
430,Dunga Bunga,PK,2022-10-30 01:14:36,29.7493,73.2432,71.06,28,0,2.71
431,Chimbote,PE,2022-10-30 01:14:36,-9.0853,-78.5783,61.43,85,71,8.86
432,Eenhana,NA,2022-10-30 01:14:37,-17.4667,16.3333,66.33,84,97,12.21
433,Dzerzhinsk,RU,2022-10-30 01:14:38,56.2389,43.4631,46.22,100,100,8.95
434,Millinocket,US,2022-10-30 01:14:38,45.6573,-68.7098,41.11,75,0,3.44
435,Tiruchchendur,IN,2022-10-30 01:14:39,8.4833,78.1167,77.29,78,76,11.77
436,Te Anau,NZ,2022-10-30 01:14:39,-45.4167,167.7167,54.07,93,100,6.24
437,Praya,CV,2022-10-30 01:14:40,14.9215,-23.5087,77.54,61,0,9.22
438,Udachnyy,RU,2022-10-30 01:14:40,66.4167,112.4,4.86,93,98,6.91
439,Solnechnyy,RU,2022-10-30 01:14:40,50.7214,136.6319,37.85,49,81,5.26
440,Fairbanks,US,2022-10-30 01:10:02,64.8378,-147.7164,17.22,75,0,0.0
441,Nhulunbuy,AU,2022-10-30 01:14:41,-12.2333,136.7667,92.01,62,100,8.05
442,Vinh Long,VN,2022-10-30 01:14:41,10.25,105.9667,78.78,77,100,8.84
443,Kasiri,SL,2022-10-30 01:14:42,8.9412,-13.1148,77.68,88,9,2.84
444,Turka,UA,2022-10-30 01:14:42,49.1541,23.0297,49.8,92,100,4.79
445,Suntar,RU,2022-10-30 01:14:43,62.1444,117.6319,25.74,89,91,6.22
446,Willowmore,ZA,2022-10-30 01:14:43,-33.2926,23.4895,60.35,56,39,5.23
447,Faya,SA,2022-10-30 01:14:44,18.3851,42.4509,52.32,58,100,3.15
448,Merauke,ID,2022-10-30 01:14:44,-8.4667,140.3333,88.48,52,100,7.36
449,Sweetwater,US,2022-10-30 01:14:45,25.7634,-80.3731,81.01,79,20,9.22
450,Wilmington,US,2022-10-30 01:13:43,34.2257,-77.9447,64.94,81,100,9.22
451,Sterling,US,2022-10-30 01:14:45,39.0062,-77.4286,50.45,76,0,5.01
452,Ilo,PE,2022-10-30 01:14:46,-17.6394,-71.3375,60.39,84,87,1.16
453,Yuzhno-Kurilsk,RU,2022-10-30 01:14:46,44.0306,145.8556,53.01,80,55,7.49
454,Sangar,RU,2022-10-30 01:14:46,63.9242,127.4739,11.1,87,100,14.81
455,Riyadh,SA,2022-10-30 01:12:19,24.6877,46.7219,64.54,16,95,4.18
456,Ponta Delgada,PT,2022-10-30 01:14:47,37.7333,-25.6667,65.12,68,20,13.8
457,Bud,US,2022-10-30 01:14:48,39.447,-86.1758,59.83,56,100,6.55
458,Hutchinson,US,2022-10-30 01:11:47,38.0608,-97.9298,60.04,48,0,3.44
459,Saint-Francois,FR,2022-10-30 01:14:48,46.4154,3.9054,49.44,76,0,2.3
460,Saint-Georges,GD,2022-10-30 01:14:49,12.0564,-61.7485,82.08,83,20,17.27
461,Ostersund,SE,2022-10-30 01:14:49,63.1792,14.6357,39.65,93,100,17.27
462,Santa Isabel,BR,2022-10-30 01:15:50,-23.3156,-46.2214,69.51,92,100,5.23
463,Mbuji-Mayi,CD,2022-10-30 01:15:50,-6.15,23.6,68.38,93,100,2.55
464,Vila Velha,BR,2022-10-30 01:11:27,-20.3297,-40.2925,77.95,85,94,11.01
465,Sakleshpur,IN,2022-10-30 01:15:51,12.9667,75.7833,65.52,98,94,4.72
466,Bambanglipuro,ID,2022-10-30 01:15:51,-7.95,110.2833,77.74,72,100,7.09
467,Sinnamary,GF,2022-10-30 01:15:52,5.3833,-52.95,78.3,90,100,6.13
468,Soe,ID,2022-10-30 01:15:52,-9.8607,124.284,76.46,71,94,3.47
469,Grand Baie,MU,2022-10-30 01:15:52,-20.0182,57.5802,70.45,77,4,4.0
470,Santiago Del Estero,AR,2022-10-30 01:15:53,-27.7951,-64.2615,88.74,24,0,10.04
471,Lerwick,GB,2022-10-30 01:15:54,60.1545,-1.1494,52.95,90,100,20.98
472,Dareda,TZ,2022-10-30 01:15:54,-4.2167,35.55,56.52,77,100,3.2
473,Koutiala,ML,2022-10-30 01:15:54,12.3917,-5.4642,76.19,29,4,6.51
474,Buena Vista,US,2022-10-30 01:15:55,43.4203,-83.8986,46.89,79,0,3.44
475,La Ronge,CA,2022-10-30 01:15:55,55.1001,-105.2842,44.85,31,75,14.97
476,Temiscaming,CA,2022-10-30 01:15:56,46.7212,-79.0971,49.51,71,97,6.91
477,Kampene,CD,2022-10-30 01:15:56,-3.6,26.6667,68.0,99,100,0.94
478,Konevo,RU,2022-10-30 01:15:57,62.1215,39.3192,47.93,90,100,12.28
479,La Mana,EC,2022-10-30 01:15:57,-0.9333,-79.2167,79.59,67,91,1.25
480,Sioux Lookout,CA,2022-10-30 01:15:58,50.1001,-91.917,37.47,93,20,0.0
481,Pangody,RU,2022-10-30 01:15:58,65.85,74.4859,20.68,91,100,14.32
482,Mukhen,RU,2022-10-30 01:15:59,48.1,136.1,41.41,55,7,2.08
483,Los Llanos De Aridane,ES,2022-10-30 01:14:08,28.6585,-17.9182,69.55,74,40,6.91
484,Irbil,IQ,2022-10-30 01:13:21,36.1926,44.0106,55.22,35,2,4.61
485,Mahebourg,MU,2022-10-30 01:16:00,-20.4081,57.7,70.25,94,40,2.3
486,Cap-Haitien,HT,2022-10-30 01:16:00,19.7578,-72.2042,81.14,75,64,4.47
487,Oneida,US,2022-10-30 01:16:01,43.2001,-75.4663,50.79,69,0,0.0
488,Waiouru,NZ,2022-10-30 01:16:01,-39.4833,175.6667,66.88,51,100,6.69
489,Tyrma,RU,2022-10-30 01:16:02,50.0833,132.1667,34.97,45,1,1.41
490,Sorong,ID,2022-10-30 01:16:02,-0.8833,131.25,85.55,71,57,2.73
491,Ulaangom,MN,2022-10-30 01:16:03,49.9811,92.0667,23.27,67,36,5.03
492,Taltal,CL,2022-10-30 01:16:03,-25.4,-70.4833,58.96,78,4,2.51
493,Ngora,UG,2022-10-30 01:16:04,1.4314,33.7772,67.71,82,100,2.42
494,Lashio,MM,2022-10-30 01:16:04,22.9333,97.75,65.84,97,25,1.07
495,Pangnirtung,CA,2022-10-30 01:16:05,66.1451,-65.7125,24.8,54,75,11.5
496,Mount Gambier,AU,2022-10-30 01:11:08,-37.8333,140.7667,63.23,46,31,10.63
497,Haines Junction,CA,2022-10-30 01:16:06,60.7522,-137.5108,21.15,93,100,1.14
498,Tukan,RU,2022-10-30 01:16:06,53.8409,57.4552,21.47,84,76,4.36
499,Lakatoro,VU,2022-10-30 01:16:07,-16.0999,167.4164,84.6,68,14,3.74
500,La Grande,US,2022-10-30 01:13:51,45.3246,-118.0877,50.99,56,11,3.4
501,Aswan,EG,2022-10-30 01:16:08,24.0934,32.907,70.59,38,7,9.26
502,Brae,GB,2022-10-30 01:16:08,60.3964,-1.353,52.75,90,100,19.77
503,San Rafael Del Sur,NI,2022-10-30 01:16:09,11.8485,-86.4384,81.57,87,28,2.39
504,Valdivia,CL,2022-10-30 01:16:09,-39.8142,-73.2459,46.49,72,5,4.72
505,Myanaung,MM,2022-10-30 01:16:10,18.2833,95.3167,75.76,85,42,6.71
506,Okhotsk,RU,2022-10-30 01:16:10,59.3833,143.3,22.98,49,0,19.86
507,Harbour Breton,CA,2022-10-30 01:16:11,47.4833,-55.7983,50.23,65,10,22.19
508,Tura,IN,2022-10-30 01:16:11,25.5198,90.2201,66.65,80,0,3.22
509,Pipar,IN,2022-10-30 01:17:12,26.3856,73.5378,71.28,22,0,5.68
510,Locri,IT,2022-10-30 01:17:13,38.2414,16.2623,58.32,73,0,7.18
511,Pochutla,MX,2022-10-30 01:17:13,15.7432,-96.4661,80.82,88,42,3.42
512,Ayia Galini,GR,2022-10-30 01:17:13,35.1,24.6833,62.38,78,13,9.91
513,Cordoba,AR,2022-10-30 01:15:11,-31.4135,-64.1811,82.76,39,0,5.75
514,Gimli,CA,2022-10-30 01:14:02,50.6336,-96.9907,47.05,63,0,9.15
515,Virginia Beach,US,2022-10-30 01:12:55,36.8529,-75.978,59.02,73,100,13.8
516,Santa Cecilia,BR,2022-10-30 01:17:15,-26.9608,-50.4269,55.31,94,100,1.59
517,Tigzirt,DZ,2022-10-30 01:17:16,36.8886,4.1198,69.75,48,57,5.23
518,Maravilha,BR,2022-10-30 01:17:16,-26.7608,-53.1725,63.61,95,100,3.09
519,Lavumisa,SZ,2022-10-30 01:17:17,-27.31,31.892,63.41,85,0,6.13
520,Bom Sucesso,BR,2022-10-30 01:17:17,-21.0331,-44.7581,69.24,75,99,0.2
521,Nome,US,2022-10-30 01:17:18,64.5011,-165.4064,26.67,86,100,10.36
522,Ahipara,NZ,2022-10-30 01:17:18,-35.1667,173.1667,66.13,90,100,9.73
523,Bridgwater,GB,2022-10-30 01:17:18,51.1284,-3.0036,60.04,89,100,11.16
524,Qaqortoq,GL,2022-10-30 01:17:19,60.7167,-46.0333,19.38,75,8,7.76
525,Tilichiki,RU,2022-10-30 01:17:20,60.4667,166.1,15.71,72,100,6.4
526,Isiro,CD,2022-10-30 01:17:20,2.7739,27.616,65.5,99,100,1.32
527,Concarneau,FR,2022-10-30 01:17:21,47.875,-3.9225,64.81,87,100,13.71
528,Steamboat Springs,US,2022-10-30 01:17:21,40.485,-106.8317,41.56,55,0,5.75
529,Tazmalt,DZ,2022-10-30 01:17:22,36.3868,4.3989,67.33,34,32,3.2
530,Dicabisagan,PH,2022-10-30 01:17:22,17.0818,122.4157,80.73,91,100,18.19
531,Moscow,RU,2022-10-30 01:13:31,55.7522,37.6156,52.32,91,100,11.65
532,Ust-Kuyga,RU,2022-10-30 01:17:23,70.0167,135.6,-9.71,100,100,7.63
533,Zhanaozen,KZ,2022-10-30 01:17:24,43.3,52.8,43.92,78,18,4.29
534,Husavik,IS,2022-10-30 01:17:24,66.0449,-17.3389,29.98,80,27,11.54
535,Pao De Acucar,BR,2022-10-30 01:15:11,-9.7483,-37.4367,76.32,70,100,10.42
536,General Pico,AR,2022-10-30 01:17:25,-35.6566,-63.7568,66.07,56,28,9.64
537,Iseyin,NG,2022-10-30 01:17:26,7.9667,3.6,72.64,85,6,1.34
538,Sala,MA,2022-10-30 01:17:26,34.0389,-6.8166,80.64,44,96,0.0
539,Batticaloa,LK,2022-10-30 01:17:27,7.7102,81.6924,77.54,87,81,8.32
540,Moron,AR,2022-10-30 01:17:27,-34.6534,-58.6198,72.97,60,0,5.44
541,Nuevo Progreso,MX,2022-10-30 01:17:28,23.1667,-97.95,66.54,62,15,2.57
542,Bentiu,SS,2022-10-30 01:17:28,9.2333,29.8333,74.43,74,80,2.01
543,Bhuj,IN,2022-10-30 01:17:28,23.2667,69.6667,76.48,57,0,7.18
544,Sfantu Gheorghe,RO,2022-10-30 01:15:21,45.8667,25.7833,42.93,89,98,0.92
545,Mangan,IN,2022-10-30 01:17:29,27.5167,88.5333,63.09,44,0,6.22
546,Cornwall,CA,2022-10-30 01:16:46,45.0181,-74.7281,47.84,75,0,3.44
547,Apastovo,RU,2022-10-30 01:17:30,55.2029,48.5109,40.98,94,100,14.23
548,Dongsheng,CN,2022-10-30 01:17:30,39.8161,109.9776,46.47,56,5,8.5
549,High Rock,BS,2022-10-30 01:17:31,26.6208,-78.2833,79.43,66,0,19.39
550,Krasnoyarskiy,RU,2022-10-30 01:17:31,51.965,59.8967,21.29,91,87,1.72
551,Mujiayingzi,CN,2022-10-30 01:17:32,42.1167,118.7833,48.76,71,73,7.45
552,Eskisehir,TR,2022-10-30 01:17:32,39.7767,30.5206,30.11,100,0,0.0
553,Mazagao,BR,2022-10-30 01:17:33,-0.115,-51.2894,82.45,75,100,5.14
554,Davila,PH,2022-10-30 01:17:33,18.4726,120.5763,82.38,90,100,28.59
555,Madridejos,ES,2022-10-30 01:17:34,39.4682,-3.532,63.66,39,100,6.13
556,Benguela,AO,2022-10-30 01:17:34,-12.5763,13.4055,76.42,84,69,5.35
557,Fonte Boa,BR,2022-10-30 01:18:34,-2.4959,-66.2662,73.33,98,100,2.75
558,Road Town,VG,2022-10-30 01:18:35,18.4167,-64.6167,82.49,89,20,8.05
559,Am Timan,TD,2022-10-30 01:18:35,11.0297,20.2827,75.72,37,90,2.57
560,Mogadishu,SO,2022-10-30 01:18:36,2.0371,45.3438,77.83,84,79,8.63
561,San Quintin,MX,2022-10-30 01:18:37,30.4833,-115.95,65.3,75,15,11.92
562,Guatire,VE,2022-10-30 01:18:37,10.4762,-66.5427,78.69,97,97,1.99
563,Buzmeyin,TM,2022-10-30 01:18:37,38.0507,58.2056,51.53,100,100,2.3
